Time x[0] x[1] 
7429.1416427661 0.6182694444 2.3677251159 
7436.9371580353 -1.2888306438 -0.0215101943 
7444.7326733045 0.6187542084 2.3676229615 
7452.5281885737 -1.2885839847 -0.0212896035 
7460.3237038429 0.6182737782 2.3677242024 
7468.1192191121 -1.2888284386 -0.0215082218 
7475.9147343813 0.6187499100 2.3676238671 
7483.7102496506 -1.2885861718 -0.0212915590 
7491.5057649198 0.6182780348 2.3677233052 
7499.3012801890 -1.2888262727 -0.0215062844 
7507.0967954582 0.6187456880 2.3676247566 
7514.8923107274 -1.2885883199 -0.0212934797 
7522.6878259966 0.6182822155 2.3677224240 
7530.4833412658 -1.2888241454 -0.0215043815 
7538.2788565350 0.6187415413 2.3676256302 
7546.0743718042 -1.2885904298 -0.0212953662 
7553.8698870734 0.6182863218 2.3677215584 
7561.6654023426 -1.2888220559 -0.0215025125 
7569.4609176119 0.6187374683 2.3676264883 
7577.2564328811 -1.2885925020 -0.0212972191 
7585.0519481503 0.6182903548 2.3677207083 
7592.8474634195 -1.2888200035 -0.0215006768 
7600.6429786887 0.6187334678 2.3676273310 
7608.4384939579 -1.2885945373 -0.0212990391 
7616.2340092271 0.6182943160 2.3677198733 
7624.0295244963 -1.2888179878 -0.0214988737 
7631.8250397655 0.6187295384 2.3676281588 
7639.6205550347 -1.2885965364 -0.0213008266 
7647.4160703039 0.6182982066 2.3677190532 
7655.2115855731 -1.2888160079 -0.0214971028 
7663.0071008424 0.6187256790 2.3676289718 
7670.8026161116 -1.2885984999 -0.0213025823 
7678.5981313808 0.6183020278 2.3677182476 
7686.3936466500 -1.2888140633 -0.0214953635 
7694.1891619192 0.6187218883 2.3676297703 
7701.9846771884 -1.2886004284 -0.0213043068 
7709.7801924576 0.6183057810 2.3677174564 
7717.5757077268 -1.2888121532 -0.0214936551 
7725.3712229960 0.6187181651 2.3676305546 
7733.1667382652 -1.2886023225 -0.0213060005 
7740.9622535344 0.6183094673 2.3677166793 
7748.7577688036 -1.2888102772 -0.0214919772 
7756.5532840729 0.6187145081 2.3676313249 
7764.3487993421 -1.2886041829 -0.0213076641 
7772.1443146113 0.6183130878 2.3677159160 
7779.9398298805 -1.2888084346 -0.0214903292 
7787.7353451497 0.6187109161 2.3676320815 
