Time x[0] x[1] 
5271.6050390857 0.7445526948 -0.3858447978 
5277.8882243932 0.5357711884 -0.2608281064 
5284.1714097006 0.1753737093 -0.3765669654 
5290.4545950080 -0.7233445363 0.2446793519 
5296.7377803155 0.6764862396 0.2068125681 
5303.0209656229 -0.0401744733 -0.2697792438 
5309.3041509304 -0.7480310112 0.1238046005 
5315.5873362378 -0.8383153932 -0.4250034729 
5321.8705215452 0.9409179314 -0.0601378983 
5328.1537068527 0.4788908740 -0.1282388692 
5334.4368921601 -0.1317198047 -0.4802685994 
5340.7200774675 -0.5948318056 -0.2778266601 
5347.0032627750 -0.8295774066 -0.3457560523 
5353.2864480824 0.7495768395 0.2427784004 
5359.5696333899 0.1164878460 -0.1575984002 
5365.8528186973 0.8084093308 0.0331918582 
5372.1360040047 0.2707582049 -0.1501500435 
5378.4191893122 0.1730264402 -0.4261639343 
5384.7023746196 -0.6818632610 0.1051561044 
5390.9855599271 -1.0538456205 -0.1508722104 
5397.2687452345 0.5263982332 -0.5184478770 
5403.5519305419 -0.9980260337 0.3787148520 
5409.8351158494 -0.1513965496 -0.7100994818 
5416.1183011568 0.8480253214 0.3003754884 
5422.4014864642 0.2690549447 -0.0482138341 
5428.6846717717 -0.2407582836 -0.5803401853 
5434.9678570791 0.1912377795 0.1192573680 
5441.2510423866 -0.6652244479 -0.7398805485 
5447.5342276940 0.6025117859 -0.6115075755 
5453.8174130014 -0.7086165069 0.3614697403 
5460.1005983089 0.4709890041 -0.4468369197 
5466.3837836163 -1.0020198786 -0.3725404830 
5472.6669689238 0.5597779670 -0.5370362127 
5478.9501542312 -0.9823263068 0.3943335756 
5485.2333395386 -0.1572392737 -0.7100036893 
5491.5165248461 0.8590048272 0.2931424094 
5497.7997101535 0.2968193905 -0.0358888991 
5504.0828954610 -0.3091837630 -0.6013210184 
5510.3660807684 0.5523147657 0.2941904811 
5516.6492660758 -0.4790051229 -0.5315232569 
5522.9324513833 0.4859976196 0.2551271230 
5529.2156366907 -0.5859186929 -0.5979856862 
5535.4988219981 0.9731023568 -0.0111850706 
5541.7820073056 0.5325082124 -0.0913439232 
5548.0651926130 -0.1511568930 -0.4597159623 
5554.3483779205 -0.6354672285 -0.2806287274 
5560.6315632279 -0.7660463849 -0.3781948391 
5566.9147485353 0.5363305313 0.2442697765 
5573.1979338428 -0.4480080296 -0.5277382966 
5579.4811191502 0.3640897268 0.2020470015 
5585.7643044577 -0.7363918777 -0.6812898331 
5592.0474897651 0.6458964654 -0.5739587369 
5598.3306750725 -0.9749539579 0.4087873065 
5604.6138603800 -0.1937983011 -0.7255468693 
5610.8970456874 0.9701095546 0.1627271564 
5617.1802309948 0.5250775202 -0.0004022799 
5623.4634163023 -0.2507902869 -0.4846937873 
5629.7466016097 -0.4292381491 -0.2595790175 
5636.0297869172 -0.8911889422 -0.1922918603 
5642.3129722246 0.6124655574 0.2423427966 
5648.5961575320 -0.2427768728 -0.3977714601 
5654.8793428395 -0.7270736029 -0.2830616350 
5661.1625281469 -0.4417051997 -0.3243856224 
5667.4457134544 -0.8114989172 -0.3074934263 
5673.7288987618 0.4037391285 0.1884598870 
5680.0120840692 -0.6565360423 -0.6548003102 
5686.2952693767 0.8595612205 -0.4244957134 
5692.5784546841 0.7272181991 -0.1178869600 
5698.8616399915 0.1351139931 -0.2793270557 
5705.1448252990 -0.9462639084 0.3624365979 
5711.4280106064 0.1031158434 -0.5945036343 
5717.7111959139 -0.5088308374 -0.2139993275 
5723.9943812213 -0.9330053972 -0.1584463714 
5730.2775665287 0.8612105387 0.1277502661 
5736.5607518362 0.3725278826 -0.0716419182 
5742.8439371436 -0.2555780970 -0.5598219303 
5749.1271224511 0.0727326953 0.0404618928 
5755.4103077585 -0.1688599442 -0.5843009931 
5761.6934930659 0.0113909406 0.0079053051 
5767.9766783734 0.2574552637 -0.4338566769 
5774.2598636808 -0.7056119808 0.2503576959 
5780.5430489882 0.7051217476 0.1985853485 
5786.8262342957 0.0369497324 -0.2212498109 
5793.1094196031 -0.9002575966 0.3533379999 
5799.3926049106 0.2820098991 -0.5271821275 
5805.6757902180 -0.6397094917 0.0468429953 
5811.9589755254 -1.0375911773 0.0538303422 
5818.2421608329 0.5366786474 -0.4893950657 
5824.5253461403 -1.1081162966 -0.1611784831 
5830.8085314478 0.1938033578 -0.6279214620 
5837.0917167552 -0.5165137391 -0.1883083737 
5843.3749020626 -0.9439142000 -0.1164219584 
5849.6580873701 0.8774181754 0.0896031847 
5855.9412726775 0.3960515152 -0.0809730226 
5862.2244579849 -0.2381728428 -0.5460296597 
5868.5076432924 -0.0779790303 -0.0584239064 
5874.7908285998 -0.5125641189 -0.4066454594 
5881.0740139073 -0.4042226080 -0.2818685051 
5887.3571992147 -0.8709316727 -0.2162994537 
5893.6403845221 0.4879588725 0.2156468798 
5899.9235698296 -0.5277791927 -0.5811934460 
5906.2067551370 0.8899777804 0.2025993140 
5912.4899404445 0.4095885614 -0.0242860012 
5918.7731257519 -0.3463407865 -0.5782985434 
5925.0563110593 0.4795332692 0.2650529768 
5931.3394963668 -0.6155543098 -0.6083874160 
5937.6226816742 0.9723891638 -0.1432548113 
5943.9058669816 0.5452570479 -0.1437362554 
5950.1890522891 -0.0714002629 -0.4343377429 
5956.4722375965 -0.7110295507 -0.2102277475 
5962.7554229040 -0.8237090988 -0.3795085114 
5969.0386082114 0.8456570592 0.1864592067 
5975.3217935188 0.3409266227 -0.0587940971 
5981.6049788263 -0.2755018647 -0.5765492680 
5987.8881641337 0.2631553693 0.1605519038 
5994.1713494412 -0.7599298160 -0.7251974381 
6000.4545347486 0.4622022231 -0.6441830502 
6006.7377200560 -0.5845239157 0.0563257709 
6013.0209053635 -1.0183960341 0.1271489622 
6019.3040906709 0.5264104931 -0.4836423697 
6025.5872759783 -1.1027993663 -0.1804358860 
6031.8704612858 0.2196000745 -0.6210628495 
6038.1536465932 -0.5511010945 -0.1724235519 
6044.4368319007 -0.9586182872 -0.1113136362 
6050.7200172081 0.9063905418 -0.0288943659 
6057.0032025155 0.4248521240 -0.1274103828 
6063.2863878230 -0.1351457880 -0.4998485773 
6069.5695731304 -0.5273119775 -0.2711455196 
6075.8527584379 -0.8809599636 -0.2795046990 
6082.1359437453 0.8071037539 0.2039259715 
6088.4191290527 0.2635094989 -0.0875829928 
6094.7023143602 -0.0877422048 -0.5190670991 
6100.9854996676 -0.5169461555 -0.2594035890 
6107.2686849751 -0.8983149844 -0.2500003800 
6113.5518702825 0.8278445461 0.1824935849 
6119.8350555899 0.3095381228 -0.0739475357 
6126.1182408974 -0.2066746250 -0.5574296339 
6132.4014262048 -0.0787569259 -0.0557171244 
6138.6846115122 -0.4181316085 -0.3613212953 
6144.9677968197 -0.7340538697 -0.3351102317 
6151.2509821271 -0.0237798013 -0.0673592144 
6157.5341674346 0.6812382188 0.1764334088 
6163.8173527420 -0.0104971592 -0.2588217656 
6170.1005380494 -0.7551902681 0.2002164577 
6176.3837233569 0.1469326560 0.0158984227 
6182.6669086643 -0.2588333680 -0.6115632228 
6188.9500939718 0.4901672325 0.2776252095 
6195.2332792792 -0.6102366875 -0.6020931321 
6201.5164645866 0.9754318573 -0.0963857295 
6207.7996498941 0.5397710436 -0.1265240253 
6214.0828352015 -0.0998758589 -0.4438665268 
6220.3660205089 -0.6927941307 -0.2420512774 
6226.6492058164 -0.7729294859 -0.3891241465 
6232.9323911238 0.6469904123 0.2629834799 
6239.2155764313 -0.1712311043 -0.3437487200 
6245.4987617387 -0.7863891459 -0.1603820057 
6251.7819470461 -0.6672786430 -0.4084387066 
6258.0651323536 0.1809943246 0.0755630214 
6264.3483176610 -0.5321300931 -0.7100576287 
6270.6315029685 0.8836853448 -0.4293749805 
6276.9146882759 0.7496728161 -0.0584665766 
