CparY CparX Attractor LE[0] LE[1] LE[2] LE[3] LE[4] LE[5] LE[6] LE[7] xMAX[0] xMAX[1] xMAX[2] xMAX[3] xMAX[4] xMAX[5] xMAX[6] xMAX[7] xMIN[0] xMIN[1] xMIN[2] xMIN[3] xMIN[4] xMIN[5] xMIN[6] xMIN[7] OverallxMAX[0] OverallxMAX[1] OverallxMAX[2] OverallxMAX[3] OverallxMAX[4] OverallxMAX[5] OverallxMAX[6] OverallxMAX[7] OverallxMIN[0] OverallxMIN[1] OverallxMIN[2] OverallxMIN[3] OverallxMIN[4] OverallxMIN[5] OverallxMIN[6] OverallxMIN[7] xMAX[4]_remainder xMIN[4]_remainder OverallxMAX[4]_remainder OverallxMIN[4]_remainder xRMS[0] xRMS[1] xRMS[2] xRMS[3] xRMS[4] xRMS[5] xRMS[6] xRMS[7] OverallxRMS[0] OverallxRMS[1] OverallxRMS[2] OverallxRMS[3] OverallxRMS[4] OverallxRMS[5] OverallxRMS[6] OverallxRMS[7] ddX_MIN ddZ_MIN ddPhi_MIN ddX_MAX ddZ_MAX ddPhi_MAX Xcm_MIN Zcm_MIN dXcm_MIN dZcm_MIN ddXcm_MIN ddZcm_MIN Xcm_MAX Zcm_MAX dXcm_MAX dZcm_MAX ddXcm_MAX ddZcm_MAX OVRLL_ddX_MIN OVRLL_ddZ_MIN OVRLL_ddPhi_MIN OVRLL_ddX_MAX OVRLL_ddZ_MAX OVRLL_ddPhi_MAX OVRLL_Xcm_MIN OVRLL_Zcm_MIN OVRLL_dXcm_MIN OVRLL_dZcm_MIN OVRLL_ddXcm_MIN OVRLL_ddZcm_MIN OVRLL_Xcm_MAX OVRLL_Zcm_MAX OVRLL_dXcm_MAX OVRLL_dZcm_MAX OVRLL_ddXcm_MAX OVRLL_ddZcm_MAX ddX_RMS ddZ_RMS ddPhi_RMS Xcm_RMS Zcm_RMS dXcm_RMS dZcm_RMS ddXcm_RMS ddZcm_RMS OVRLL_ddX_RMS OVRLL_ddZ_RMS OVRLL_ddPhi_RMS OVRLL_Xcm_RMS OVRLL_Zcm_RMS OVRLL_dXcm_RMS OVRLL_dZcm_RMS OVRLL_ddXcm_RMS OVRLL_ddZcm_RMS OVRLL_Xb_RMS OVRLL_Zb_RMS OVRLL_dXb_RMS OVRLL_dZb_RMS OVRLL_ddXb_RMS OVRLL_ddZb_RMS PoutPZ_Avg PoutEM_Avg pos_spin neg_spin OVRLL_pos_spin OVRLL_neg_spin tflip 
0.2753333333 0.9386666667 6 -0.0051921863 -0.0024110637 -0.0254677131 -0.0242250618 -0.0379477871 -0.0384669943 -0.0703773061 -0.0712261913 0.0995975705 0.1742272426 0.0909311289 0.1590634714 0.0428744916 0.0520213169 0.0453723863 0.0030969257 -0.0995669250 -0.1741718504 -0.0907825868 -0.1589282695 -0.0187479236 -0.0519953018 -0.0454474102 -0.0030654032 0.2245578331 0.2529082666 0.2521738103 0.2585195817 0.8083939532 0.2679312092 0.1100111203 0.0937048717 -0.2077498823 -0.2993513839 -0.2128834155 -0.3301017213 -0.8424712365 -0.2978521903 -0.1221406064 -0.0725703554 0.0428744916 -0.0187479236 0.8083939532 -0.8424712365 0.0304705172 0.0533234004 0.0278136738 0.0486739787 0.0104762504 0.0158068782 0.0139011640 0.0009031823 0.0711059442 0.1232376813 0.0660549258 0.1134325968 0.1289569497 0.0509023029 0.0330103734 0.0126055162 -0.3053246894 -0.2791707109 -0.0889482224 0.3043249052 0.2773558735 0.0920307925 -0.0530155403 0.0000000000 -0.0991469538 -0.1062076076 -0.1731642840 -0.1855755115 0.0611459005 0.4242072740 0.0991285730 0.1061752786 0.1734389975 0.1860811434 -0.3729308953 -0.4645647938 -0.2044884566 0.3929162653 0.3949287297 0.3367456277 -0.3065954122 0.0783923223 -0.1913059830 -0.2222789660 -0.2316952095 -0.2616723079 -0.3065954122 0.0783923223 -0.1913059830 -0.2222789660 -0.2316952095 -0.2616723079 0.2155041907 0.1967143756 0.0638880983 0.0402127864 0.3393858692 0.0700082653 0.0750855580 0.1225144662 0.1313998225 0.2152830977 0.1976171857 0.0656203199 0.0601674612 0.3373361384 0.0711480695 0.0754964486 0.1226511274 0.1314939572 0.0500000000 0.0500000000 0.0875000000 0.0875000000 0.1531250000 0.1531250000 0.0000096621 0.0000000408 9205.0824537353 9203.7100529315 164933.5364477933 162982.6803146617 0.0000000000 
0.2753333333 1.0050000000 6 -0.0005769798 -0.0070228396 -0.0242263244 -0.0255922326 -0.0381739910 -0.0381221089 -0.0703773060 -0.0712225214 0.1059058924 0.1852824664 0.0908961243 0.1589608359 0.0520423865 0.0632265014 0.0453186863 0.0037342865 -0.1058600265 -0.1852112921 -0.0906753542 -0.1587762378 -0.0224292838 -0.0632063918 -0.0454300449 -0.0037035199 0.2115630293 0.2842841171 0.2672181454 0.2571806568 0.7401409276 0.2909950428 0.1130398303 0.0927759264 -0.2255939461 -0.3077903265 -0.2193809225 -0.3261602900 -0.8576250194 -0.3172444392 -0.1306476553 -0.0693915996 0.0520423865 -0.0224292838 0.7401409276 -0.8576250194 0.0324028883 0.0567049928 0.0277906992 0.0486338319 0.0127690773 0.0192414410 0.0138896817 0.0010992037 0.0754531315 0.1310451558 0.0660640733 0.1133759377 0.1265075656 0.0565529224 0.0330149196 0.0123473797 -0.3247756652 -0.2794024515 -0.1082509860 0.3235206909 0.2767022677 0.1119873211 -0.0541672829 0.0000000000 -0.1027679917 -0.1062290826 -0.1794693203 -0.1854764476 0.0640903236 0.4241472726 0.1027488222 0.1061858012 0.1798139334 0.1862292325 -0.3967520791 -0.4448656707 -0.2206849875 0.4345184614 0.4013949545 0.2988641302 -0.3059306870 0.0652096857 -0.1894011159 -0.2240511677 -0.2197884869 -0.2633665289 -0.3059306870 0.0652096857 -0.1894011159 -0.2240511677 -0.2197884869 -0.2633665289 0.2291708476 0.1965531229 0.0777704505 0.0417692724 0.3393371120 0.0725695743 0.0750960258 0.1269967694 0.1314182557 0.2289188303 0.1974801246 0.0792356062 0.0599683021 0.3374186500 0.0736147305 0.0755056495 0.1271364958 0.1315166529 0.0500000000 0.0500000000 0.0875000000 0.0875000000 0.1531250000 0.1531250000 0.0000096462 0.0000000604 11214.8674455832 11212.0589678610 167427.6342354994 167902.4280092057 0.0000000000 
0.2753333333 1.0713333333 6 -0.0006509334 -0.0069336930 -0.0248321456 -0.0250086876 -0.0380249397 -0.0382696496 -0.0703773060 -0.0712169488 0.1135929376 0.1987429356 0.0908423865 0.1588082498 0.0631878052 0.0768918919 0.0452379417 0.0045203357 -0.1135256355 -0.1986601701 -0.0905142110 -0.1585513554 -0.0268862808 -0.0768805644 -0.0454033856 -0.0044799947 0.2135251921 0.3036860686 0.2746321964 0.2541293105 0.7469610100 0.2781687453 0.1212412957 0.0935650313 -0.2374372267 -0.3130776322 -0.2360452593 -0.3367016116 -0.8897359013 -0.3415695708 -0.1340821566 -0.0710229533 0.0631878052 -0.0268862808 0.7469610100 -0.8897359013 0.0347556472 0.0608223401 0.0277562900 0.0485737505 0.0155738579 0.0234246919 0.0138724842 0.0013380979 0.0808086771 0.1405375710 0.0660438384 0.1132822018 0.1270737572 0.0643945221 0.0330047681 0.0123687377 -0.3484646678 -0.2797412838 -0.1317467964 0.3468771226 0.2757284636 0.1363034270 -0.0555598712 0.0000000000 -0.1071799495 -0.1062611835 -0.1871553264 -0.1853300797 0.0677420526 0.4240573522 0.1071566275 0.1062015936 0.1875851710 0.1864485174 -0.4490376917 -0.4508527828 -0.2446410706 0.4540409811 0.4097958995 0.3557185538 -0.3207747400 0.0424267952 -0.2017608336 -0.2254475656 -0.2369368449 -0.2650308954 -0.3207747400 0.0424267952 -0.2017608336 -0.2254475656 -0.2369368449 -0.2650308954 0.2458110743 0.1963124981 0.0946787993 0.0436842069 0.3392644220 0.0756904304 0.0751117171 0.1324582923 0.1314459675 0.2454964214 0.1972873047 0.0958906936 0.0607314657 0.3373932635 0.0766746905 0.0755245738 0.1326051213 0.1315463100 0.0500000000 0.0500000000 0.0875000000 0.0875000000 0.1531250000 0.1531250000 0.0000096223 0.0000000895 13670.0146853283 13665.6467449876 174829.6360183444 176372.3243792835 0.0000000000 
0.2753333333 1.1376666667 6 -0.0058489715 -0.0016917214 -0.0250374833 -0.0248169518 -0.0381447544 -0.0381887701 -0.0703773060 -0.0712083451 0.1230928953 0.2153837241 0.0907633469 0.1585818175 0.0773613004 0.0938458326 0.0451174799 0.0055250512 -0.1230112873 -0.2152933105 -0.0902737614 -0.1582215921 -0.0325487102 -0.0938419726 -0.0453641885 -0.0054650383 0.2117295555 0.3310388405 0.2707279167 0.2416766681 0.8734269366 0.3632138732 0.1397428834 0.0968887907 -0.2442425360 -0.3428924589 -0.2733751416 -0.3699310501 -0.9305790313 -0.3565519443 -0.1319763895 -0.0816102750 0.0773613004 -0.0325487102 0.8734269366 -0.9305790313 0.0376614281 0.0659075754 0.0277036211 0.0484818912 0.0190639071 0.0285907001 0.0138461599 0.0016333795 0.0874555423 0.1521846954 0.0663307913 0.1133756378 0.1448271726 0.0768429686 0.0331477513 0.0140761870 -0.3777467769 -0.2802568345 -0.1607569256 0.3757169000 0.2742698042 0.1663931146 -0.0573496088 0.0000000000 -0.1126617482 -0.1063113612 -0.1966658069 -0.1851130465 0.0723640913 0.4239229870 0.1126402109 0.1062273404 0.1972077898 0.1867806581 -0.5005561745 -0.4837920296 -0.2968847607 0.5126299200 0.4431184997 0.3832067743 -0.3292687213 0.0135361633 -0.2083100468 -0.2264114163 -0.2449761213 -0.2665979838 -0.3292687213 0.0135361633 -0.2083100468 -0.2264114163 -0.2449761213 -0.2665979838 0.2663630550 0.1959461587 0.1155592049 0.0460799302 0.3391539445 0.0795493980 0.0751357755 0.1392115088 0.1314886339 0.2658101318 0.1972707021 0.1167314877 0.0658308378 0.3367380459 0.0806946916 0.0756231626 0.1393862735 0.1315932679 0.0500000000 0.0500000000 0.0875000000 0.0875000000 0.1531250000 0.1531250000 0.0000095858 0.0000001334 16717.2778264050 16711.6677437272 207483.1873101451 204491.9751052361 0.0000000000 
0.2753333333 1.2040000000 6 -0.0013249669 -0.0060313169 -0.0255785733 -0.0242948774 -0.0384927370 -0.0380198658 -0.0703773058 -0.0711946607 0.1351753474 0.2375149018 0.0912751021 0.1593905907 0.1180325128 0.1221178709 0.0452663847 0.0090651279 -0.1363727962 -0.2374563854 -0.0905727788 -0.1588076406 -0.0629106642 -0.1214794512 -0.0456200481 -0.0088306765 0.2377168356 0.3728000951 0.2616383244 0.2466940298 0.8575147196 0.3512949476 0.1491220663 0.0959213331 -0.2524602057 -0.3315212191 -0.2922822254 -0.3867250127 -0.9043141153 -0.3776936508 -0.1262146020 -0.0818592994 0.1180325128 -0.0629106642 0.8575147196 -0.9043141153 0.0413157046 0.0723013428 0.0276216228 0.0483389206 0.0239708778 0.0351058016 0.0138051841 0.0020577528 0.0964404071 0.1665229529 0.0674144892 0.1146803078 0.2607580204 0.1075283895 0.0336881471 0.0255069542 -0.4162384790 -0.2831506642 -0.1990497704 0.4140564936 0.2738778523 0.2090956595 -0.0678736800 0.0000000000 -0.1217118532 -0.1065517032 -0.2092201950 -0.1850199046 0.0864365957 0.4239634074 0.1218952292 0.1064346176 0.2100218183 0.1874969234 -0.5470430416 -0.5001322802 -0.3732099286 0.5735264997 0.4683760063 0.4634857103 -0.2888885264 0.0118307877 -0.1957642535 -0.2269150314 -0.2711385576 -0.2680032150 -0.2888885264 0.0118307877 -0.1957642535 -0.2269150314 -0.2711385576 -0.2680032150 0.2922035398 0.1953798613 0.1417971592 0.0493144104 0.3389611384 0.0844192576 0.0751735713 0.1477224986 0.1315560618 0.2897989473 0.1994261232 0.1440085274 0.0990228924 0.3297527657 0.0877854866 0.0758651101 0.1482127718 0.1314791282 0.0500000000 0.0500000000 0.0875000000 0.0875000000 0.1531250000 0.1531250000 0.0000095292 0.0000002117 20876.3559018732 20865.7608488327 443305.1407754686 463857.0672738281 0.0000000000 
0.2753333333 1.2703333333 6 -0.0028769631 -0.0042581465 -0.0248353913 -0.0250621819 -0.0378987749 -0.0388333649 -0.0703773057 -0.0711721753 0.1504600202 0.2632321778 0.0903756292 0.1575961999 0.1180617087 0.1422910501 0.0446035317 0.0082889798 -0.1502335427 -0.2630982776 -0.0892480802 -0.1567695535 -0.0468808067 -0.1422738089 -0.0451717111 -0.0081995784 0.2799539070 0.4399838535 0.2565797296 0.2768678573 0.8043915561 0.3524445013 0.1273927289 0.0833492964 -0.2873929985 -0.3899011672 -0.2484438055 -0.3413042913 -0.7421912652 -0.3408837572 -0.1219355185 -0.0675596670 0.1180617087 -0.0468808067 0.8043915561 -0.7421912652 0.0460184592 0.0805324792 0.0274826587 0.0480976138 0.0293110767 0.0434252224 0.0137357240 0.0024805716 0.1066382607 0.1860155657 0.0651191619 0.1120706361 0.1170834157 0.1041978046 0.0325431111 0.0110042242 -0.4619796078 -0.2820762042 -0.2438189886 0.4583563137 0.2682936785 0.2527003454 -0.0618712178 0.0000000000 -0.1283849894 -0.1065184766 -0.2240908349 -0.1842568672 0.0857650066 0.4233487410 0.1283603452 0.1063298057 0.2250148677 0.1880954782 -0.6418753045 -0.4575760060 -0.4814732971 0.6732771994 0.4318786135 0.4717681926 -0.2876186887 0.0697290937 -0.1911239668 -0.2269570759 -0.3035779585 -0.2691892257 -0.2876186887 0.0697290937 -0.1911239668 -0.2269570759 -0.3035779585 -0.2691892257 0.3254701551 0.1944319489 0.1755210291 0.0531897083 0.3387003712 0.0906879566 0.0752373291 0.1587041345 0.1316707657 0.3250143953 0.1953636846 0.1759913049 0.0623925372 0.3376045013 0.0912327182 0.0755452332 0.1588338342 0.1317504067 0.0500000000 0.0500000000 0.0875000000 0.0875000000 0.1531250000 0.1531250000 0.0000094335 0.0000003077 25597.2467391527 25587.2699954644 199064.7553585489 200153.4774837854 0.0000000000 
0.2753333333 1.3366666667 6 -0.0034928095 -0.0027169676 -0.0246150172 -0.0253257826 -0.0383821386 -0.0392713083 -0.0703773057 -0.0711329741 0.1709182684 0.2990129522 0.0899636928 0.1566289793 0.1505809167 0.1786548797 0.0440709050 0.0104578766 -0.1705837999 -0.2988365807 -0.0881860614 -0.1552495323 -0.0574521002 -0.1785264304 -0.0449672724 -0.0103213163 0.3241128412 0.4579471019 0.2577028590 0.2727066972 0.8372543035 0.4010334809 0.1236041533 0.0691876115 -0.3266435934 -0.5111212205 -0.2349934685 -0.3136414838 -0.6391692094 -0.3566246492 -0.1224475213 -0.0714298125 0.1505809167 -0.0574521002 0.8372543035 -0.6391692094 0.0522444732 0.0914278820 0.0272396291 0.0476766604 0.0372508468 0.0544405058 0.0136142604 0.0031096898 0.1210156662 0.2112463905 0.0646134492 0.1111167294 0.1197200450 0.1282962556 0.0322902696 0.0108980352 -0.5249932002 -0.2838504628 -0.3053846004 0.5197620685 0.2622367779 0.3172354416 -0.0652316593 0.0000000000 -0.1402632357 -0.1067603686 -0.2446586492 -0.1834392630 0.0965540427 0.4227570380 0.1402449635 0.1064518281 0.2459881120 0.1894413765 -0.7418326693 -0.4661854520 -0.5780633869 0.7965716080 0.3760078446 0.5462175215 -0.2654609632 0.0734818418 -0.2230690911 -0.2265586192 -0.3481312727 -0.2701090375 -0.2654609632 0.0734818418 -0.2230690911 -0.2265586192 -0.3481312727 -0.2701090375 0.3695052275 0.1928015344 0.2200466063 0.0587422148 0.3382163804 0.0990415347 0.0753500046 0.1733230744 0.1318758768 0.3691672247 0.1937514451 0.2204626697 0.0652339063 0.3374681147 0.0994567788 0.0756710838 0.1734450721 0.1319632152 0.0500000000 0.0500000000 0.0875000000 0.0875000000 0.1531250000 0.1531250000 0.0000092674 0.0000004835 32386.6994302762 32372.9126758164 220525.0302618487 220068.5342174256 0.0000000000 
0.2753333333 1.4030000000 7 0.0002544238 -0.0032776626 -0.0246502087 -0.0252892761 -0.0407029078 -0.0401632741 -0.0704212636 -0.0710641346 0.2034259665 0.3564686312 0.0923774538 0.1605573200 0.2476370428 0.2481667562 0.0445765183 0.0194878430 -0.2051386314 -0.3564228256 -0.0892045292 -0.1575936472 -0.1324699712 -0.2440139805 -0.0461765696 -0.0180654262 0.3474703982 0.5255505975 0.2786886986 0.3455012305 0.8621310982 0.4755077364 0.1270852588 0.0953052700 -0.3280669580 -0.5026824090 -0.2420017996 -0.3488294710 -0.9240880682 -0.4634677298 -0.1379074598 -0.0744663078 0.2476370428 -0.1324699712 0.8621310982 -0.9240880682 0.0607567461 0.1063135751 0.0268017796 0.0469221342 0.0513180325 0.0695585870 0.0133954355 0.0042703079 0.1402365922 0.2448488641 0.0641752765 0.1103223115 0.1671886509 0.1634499851 0.0320711502 0.0153278990 -0.6229197660 -0.2978700470 -0.4033465897 0.6178844327 0.2592964846 0.4249751082 -0.0891470705 0.0000000000 -0.1609999016 -0.1079484426 -0.2751804194 -0.1833954150 0.1300344748 0.4228308329 0.1625846027 0.1074729786 0.2790875618 0.1924571266 -0.8380059247 -0.5812737065 -0.6128185133 0.8231005958 0.4011446581 0.6662757696 -0.3058823529 0.0727388318 -0.2483349242 -0.2257585422 -0.3919781478 -0.2707278745 -0.3058823529 0.0727388318 -0.2483349242 -0.2257585422 -0.3919781478 -0.2707278745 0.4296479896 0.1899551926 0.2806246125 0.0680261329 0.3370902172 0.1106446090 0.0755594059 0.1935422641 0.1322638542 0.4278879739 0.1925575424 0.2798498893 0.0787849626 0.3352845161 0.1111791345 0.0758245214 0.1935391146 0.1322185057 0.0500000000 0.0500000000 0.0875000000 0.0875000000 0.1531250000 0.1531250000 0.0000089719 0.0000009118 44098.9182064837 44103.4678435089 318327.7265526750 319068.2458154475 0.0000000000 
0.2753333333 1.4693333333 7 0.0012244443 -0.0075650506 -0.0257923958 -0.0257602169 -0.0387038916 -0.0371726997 -0.0704215450 -0.0711229484 0.2706954142 0.4698930804 0.1307166786 0.2360884511 0.6487008240 0.4294268423 0.0694022276 0.0691515981 -0.2850483822 -0.4719125886 -0.1390596436 -0.2283996784 -0.6732061392 -0.4012288769 -0.0656328637 -0.0610841885 0.4108368445 0.6134028271 0.2600973108 0.3208078469 1.0710900857 0.5171247999 0.1365271175 0.1151662675 -0.3633777260 -0.6063560731 -0.2678098158 -0.3749535698 -1.1363281613 -0.4708096886 -0.1235467268 -0.1009955235 0.6487008240 -0.6732061392 1.0710900857 -1.1363281613 0.0696299928 0.1211966152 0.0300805125 0.0522841684 0.1629749478 0.0928671065 0.0150334180 0.0158913655 0.1607631429 0.2792704981 0.0715163391 0.1220537841 0.3880107303 0.2151290870 0.0357379423 0.0378530053 -0.7684617671 -0.4311832998 -0.6054689712 0.8221679600 0.3606250886 0.6149157518 -0.2688382912 0.0000000000 -0.2076505541 -0.1248805339 -0.3497662166 -0.1915021792 0.2734242797 0.4302170115 0.2188786617 0.1252721267 0.3517706697 0.2038787129 -1.0354756755 -0.5408661640 -0.7044145134 0.8882363593 0.5238248221 0.7314421219 -0.4427502316 0.0139066639 -0.2955845763 -0.2246092429 -0.4623433083 -0.2710238322 -0.4427502316 0.0139066639 -0.2955845763 -0.2246092429 -0.4623433083 -0.2710238322 0.4881382518 0.2119308270 0.3435560249 0.1382827630 0.3177174811 0.1286593080 0.0751743020 0.2196318470 0.1307705482 0.4864387522 0.2131150190 0.3422744976 0.1412099283 0.3169292099 0.1289353822 0.0755971287 0.2196383498 0.1308754030 0.0500000000 0.0500000000 0.0875000000 0.0875000000 0.1531250000 0.1531250000 0.0000113002 0.0000126268 146595.3471041282 150291.5925153054 802763.4112017853 824417.9047444370 0.0000000000 
0.2753333333 1.5356666667 8 0.0785247188 0.0146171070 -0.0112557552 -0.0422537308 -0.0605733753 -0.0707126565 -0.0732932131 -0.1103673986 0.4305460455 0.6264310280 0.4648777040 0.5080690888 72.4318125496 0.8612994704 0.2487783924 0.5380830419 -0.3670396321 -0.6199233986 -0.4919481219 -0.5560508309 60.5774836483 -0.7684223331 -0.2297931031 -0.4614145319 0.4970972148 0.7760566815 0.5786566891 0.6629259529 72.4318125496 1.0544457943 0.3246827571 0.5380830419 -0.4934062590 -0.8055503197 -0.6454962011 -0.7244379427 -2.4271981926 -1.0132964775 -0.2873773473 -0.7829227167 3.1415926536 -3.1415926536 3.1415926536 -3.1415926536 0.0696448138 0.1151547346 0.0648847204 0.0756745710 28.9973139410 0.1474990326 0.0323799588 0.0788255290 0.1656118977 0.2723391018 0.1535313344 0.1773507444 49.7681568066 0.3336733951 0.0766275654 0.1964611824 -1.1023612011 -0.7027294091 -0.9150102686 1.0138275519 0.6907231463 0.8772058592 -0.5722094217 -0.6891976505 -0.3755962084 -0.2948392276 -0.5201759041 -0.3366010977 0.5470438759 0.7030005086 0.3553705232 0.3094219054 0.5268065445 0.3228115399 -1.3906662276 -0.8210294391 -1.2495091700 1.2440698345 0.8039862994 1.0242988987 -0.6028439411 -0.6891976505 -0.4359143301 -0.3880174375 -0.5808391314 -0.4435614014 -0.6028439411 -0.6891976505 -0.4359143301 -0.3880174375 -0.5808391314 -0.4435614014 0.4519080113 0.2528786381 0.2862430991 0.2777996602 0.2751198655 0.1591928441 0.1192376057 0.2421167573 0.1408914124 0.4608240976 0.2546713810 0.2984942037 0.2696258609 0.2815000907 0.1604931294 0.1177578001 0.2449912269 0.1417877782 0.0500000000 0.0500000000 0.0875000000 0.0875000000 0.1531250000 0.1531250000 0.0000524231 0.0003106732 29446442.3727833740 30742648.5314590596 108071597.7701588571 103606382.7597469836 83.1995462435 
0.2753333333 1.6020000000 8 0.1606227900 0.0417378361 0.0081499061 -0.0582602835 -0.0714349267 -0.0758639292 -0.0915742258 -0.1886914706 0.6521722068 1.0643230583 0.8236716864 0.7732222068 121.9268981855 1.5762718225 0.3825559798 0.8998643670 -0.6563009439 -1.0926763735 -0.7583606923 -1.0209056750 84.9171509296 -1.4689990877 -0.4073190085 -1.0729967752 1.0936213806 1.6460194183 1.2480399021 1.5579426798 121.9268981855 2.7741445633 0.6605645221 1.0408649410 -1.0003722741 -1.5775720305 -1.3273905913 -1.2567884707 0.0000000000 -2.5667606233 -0.6239144088 -1.6007871525 3.1415926536 -3.1415926536 3.1415926536 -3.1415926536 0.1020303317 0.1680000794 0.1031757070 0.1079985702 45.9669749644 0.2177596175 0.0514689121 0.1423528652 0.2461148680 0.3965480011 0.2813582398 0.2841551263 87.0544245642 0.5682432238 0.1404186065 0.4072704300 -1.8821449212 -1.0689039019 -1.7035573532 1.8837621822 1.1752348731 1.6326749496 -0.6956354482 -0.8691052950 -0.5688295334 -0.5141564426 -0.8309718251 -0.5666108771 0.6704044383 0.9117216504 0.5741388053 0.4754317928 0.8021500751 0.4267713124 -2.6940882565 -2.2926109245 -2.4274683096 2.5698440062 2.4153172953 2.3201012562 -0.8284588956 -1.5188272993 -0.9764991111 -0.6925035091 -1.2057881330 -0.9197276652 -0.8284588956 -1.5188272993 -0.9764991111 -0.6925035091 -1.2057881330 -0.9197276652 0.6576275844 0.3192970910 0.4887575237 0.2805518076 0.3315526752 0.2104775627 0.1545516319 0.3158540420 0.1618354237 0.6707039209 0.3671933072 0.4981189954 0.2859603725 0.3639752168 0.2231809892 0.1762538752 0.3233420395 0.1783325961 0.0500000000 0.0500000000 0.0875000000 0.0875000000 0.1531250000 0.1531250000 0.0001324524 0.0010132169 50087067.1918485910 44949290.3140121177 209186301.9759428203 193755734.6783992052 31.8988342066 
0.2753333333 1.6683333333 8 0.2966368475 0.0793600372 0.0167438384 -0.0670194359 -0.0719302536 -0.0777503271 -0.1303075866 -0.3210474236 0.9083694346 1.5638181491 0.9910457431 1.4026913574 133.7386158114 2.9108566935 0.5445710301 1.5704679319 -0.9178938559 -1.5866460889 -1.0928494635 -1.2990737776 73.0976227188 -2.6437147588 -0.4883016558 -1.7692014055 0.9679664184 1.5904907985 1.4159424987 1.4026913574 138.0186861615 2.9108566935 0.6768885769 1.5704679319 -0.9908726423 -1.6373529843 -1.3632604251 -1.4404152358 -22.2512159740 -2.8981231897 -0.7110576996 -1.7692014055 3.1415926536 -3.1415926536 3.1415926536 -3.1415926536 0.1486552337 0.2402587849 0.1621877058 0.1676246430 43.5053931737 0.3886359236 0.0809519432 0.2824491846 0.3489279894 0.5554683351 0.4129442606 0.4145893284 85.1890454685 0.8800210633 0.2061170223 0.5873864038 -2.9264469421 -2.4918404960 -2.4289390299 2.5830191479 2.8700468998 2.5578407828 -0.8098836629 -1.2336733305 -0.8792242522 -0.6722025826 -1.2204861695 -1.0179828044 0.8946228523 1.2171447485 0.8101340539 0.7712702893 1.1809405887 0.8247493395 -2.9264469421 -2.7709569359 -2.5952930073 2.8313481953 2.8700468998 2.5578407828 -0.8936692295 -1.4598115710 -1.0463540420 -0.8159867036 -1.3230893699 -1.2320664558 -0.8936692295 -1.4598115710 -1.0463540420 -0.8159867036 -1.3230893699 -1.2320664558 0.9607077396 0.5437727400 0.7506317347 0.3077906756 0.4311458926 0.2996003681 0.2239220080 0.4264264369 0.2179877697 0.9494595044 0.5529148806 0.7409424045 0.3160242161 0.4580269845 0.3131535396 0.2386767603 0.4396685070 0.2291347890 0.0500000000 0.0500000000 0.0875000000 0.0875000000 0.1531250000 0.1531250000 0.0003276609 0.0039888771 40748503.3506483585 48654057.9602001831 184932525.7227396667 179132089.0051416457 24.9681816135 
0.2753333333 1.7346666667 8 0.3220133575 0.0910009261 0.0170335688 -0.0700518413 -0.0707478882 -0.0784803195 -0.1375981698 -0.3484839372 0.9860306021 1.6720669663 1.2980462582 1.4124599309 114.9018551603 2.8206554556 0.6454977199 1.3985948538 -0.9949036667 -1.5789191305 -1.2847296754 -1.8940154362 1.3185790431 -3.1853453521 -0.6492987343 -1.5804909561 1.0038857627 1.7340896053 1.6019404341 1.6431068142 114.9018551603 2.8206554556 0.7112479536 1.7968806004 -1.0290083120 -1.7424439314 -1.4146899553 -1.8940154362 -58.5907526015 -3.1853453521 -0.7951169665 -1.7463636935 3.1415926536 -3.1415926536 3.1415926536 -3.1415926536 0.1509835918 0.2447500317 0.2241497149 0.2125701884 30.5374535784 0.4241639729 0.1118701541 0.3453784698 0.3565775529 0.5726765187 0.4820880623 0.4817794042 39.9333909837 1.0015254483 0.2406299035 0.6898671319 -2.8652768137 -3.2019378356 -2.5944017783 2.9088533117 2.9290033350 2.5174480801 -0.9909753289 -1.3549060739 -0.9488448179 -0.8202399567 -1.4952506406 -1.0880213776 0.8076689935 1.4903853135 0.9956645851 0.8822739163 1.4778989741 1.0330947018 -3.1365830607 -3.2019378356 -3.1224897190 3.2327758440 2.9290033350 2.5252893364 -0.9909753289 -1.4714376943 -1.0239982143 -0.8202399567 -1.5578259320 -1.3124130576 -0.9909753289 -1.4714376943 -1.0239982143 -0.8202399567 -1.5578259320 -1.3124130576 0.9970622264 0.6307879567 0.7995800970 0.3190488684 0.5754457003 0.3350295093 0.3071933837 0.4680638711 0.2782245654 1.0028346278 0.6448115657 0.8128486106 0.3301947322 0.5149426901 0.3459674366 0.2739398538 0.4785127740 0.2556717972 0.0500000000 0.0500000000 0.0875000000 0.0875000000 0.1531250000 0.1531250000 0.0006257466 0.0059643144 31006463.3729040436 28705353.6972426958 79695081.9462170303 75436693.7761481553 24.5702465441 
